,smiles,fragments,n_fragments,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,tpsa,score,rank
14276,CC(N)Nc1nc2n(n1)C(c1ccccc1)CC(c1ccc(Cl)cc1)N2,*NCC *Nc1nc2n(n1)C(c1ccccc1)CC(c1ccc(Cl)cc1)N2,2,19,0,6,0,1,21,8,0,0,0,1,3,3.794400000000002,104.30780000000001,0.6102219733104266,3.8484079389946855,80.78999999999999,-7.9,17
14275,CC(N)c1cc(C2CCCN2C(=O)c2cnn3c(C(F)(F)F)cc(-c4ccco4)nc23)on1,*NCC *c1cc(C2CCCN2C(=O)c2cnn3c(C(F)(F)F)cc(-c4ccco4)nc23)on1,2,21,3,6,3,0,28,9,0,0,0,4,1,3.9931000000000028,107.8079,0.48948444323072876,3.7478585643399853,115.69,-7.9,17
14274,CC(C)C(CNC(=O)N1CCCC(c2[nH]cc[nH+]2)C1)c1ccccc1,*CC(c1ccccc1)C(C)C *NC(=O)N1CCCC(c2[nH]cc[nH+]2)C1,2,20,0,4,1,0,21,6,0,0,0,1,2,3.1576,98.31610000000003,0.85002827755,3.970988358096177,62.27,-7.8,17
14273,COc1ccc(N2C(=O)C3=CN=NC3=NC2SCC(=O)Nc2ccc3c(c2)OCCO3)cc1,*c1ccc(OC)cc1 *N1C(=O)C2=CN=NC2=NC1SCC(=O)Nc1ccc2c(c1)OCCO2,2,22,0,5,5,1,26,11,0,0,0,1,4,3.2167,123.16169999999998,0.689998251929,3.578115750932864,114.18,-7.8,17
14281,CC(N)=C(C#N)C(=O)NC(N)=S,*NCC *=C(C#N)C(=O)NC(N)=S,2,6,0,4,1,1,7,3,1,0,0,0,0,-0.8975199999999994,47.4285,0.27815338632403575,3.308486176792453,104.92999999999999,0.0,17
14272,Cc1cc(-c2cnc(NCCNC(=O)C3CC3C)nc2-c2ccc(C)s2)on1,*c1cc(C)no1 *NCCNc1ncc(*)c(-c2ccc(C)s2)n1 *C(=O)C1CC1C,3,20,0,5,2,1,23,8,0,1,0,2,1,3.66104,109.08640000000004,0.575366947918,3.4863300609346783,92.94,-7.8,17
14270,CCC(C)N1C(=O)NC(c2cccc(Cl)c2)C2=C1CN(CC(=O)N(C)Cc1ccccc1)C2=O,*CCCC *N1C(=O)NC(c2cccc(Cl)c2)C2=C1CN(CC(=O)N(C)Cc1ccccc1)C2=O,2,26,0,4,3,1,27,10,0,0,0,1,3,3.9597000000000033,130.8387,0.6515554353166554,3.4166127892413343,72.96000000000001,-7.8,17
14269,CCC(C)NC(=O)NC(=O)c1cccc2c1NC(c1cccc(Cl)c1Cl)C1CC=CC21,*CCCC *NC(*)=O *NC(=O)c1cccc2c1NC(c1cccc(Cl)c1Cl)C1CC=CC21,3,24,0,3,2,2,25,9,0,0,0,1,3,6.057800000000005,125.00660000000005,0.48824063438387344,3.748881269287814,70.23,-8.0,17
14268,CCC(C)N1C(=O)c2ccccc2C(C(=O)N2CCCCC2C)C1c1cn(C)c2ccccc12,*CCCC *N1C(=O)c2ccccc2C(C(=O)N2CCCCC2C)C1c1cn(C)c2ccccc12,2,29,0,3,2,0,29,9,0,0,0,1,4,5.658500000000006,135.79149999999996,0.5075515281912625,3.78835446381135,45.550000000000004,-8.0,17
14267,CCC(C)NC(=O)c1cccc(N2C(=O)C3C4c5ccccc5C(c5ccccc54)C3C2=O)c1,*CCCC *NC(=O)c1cccc(N2C(=O)C3C4c5ccccc5C(c5ccccc54)C3C2=O)c1,2,29,0,2,3,0,27,12,0,0,0,1,6,4.611500000000004,129.70420000000001,0.5905004997685925,3.949230621050418,66.48,-8.0,17
14266,CCC(C)NC(=O)c1cccn(OCc2ccccc2)c1=O,*CCCC *NC(=O)c1cccn(OCc2ccccc2)c1=O,2,17,0,2,3,0,16,7,0,0,0,0,2,2.0054,84.64720000000004,0.8874402267436656,2.5974127804634346,60.330000000000005,-6.7,17
14265,CCOCCOc1ccc(Cl)cc1NC(=O)C1CCC(=O)N1,*OCC *CCOc1ccc(Cl)cc1NC(=O)C1CCC(=O)N1,2,15,0,2,4,1,18,5,0,0,0,1,1,1.9724,83.23440000000004,0.755139327562,2.6298462792227406,76.66,-6.7,17
14264,CCC(C)NC(=O)C1CCN(C(=O)c2c[nH]c3ccccc3c2=O)C1,*CCCC *NC(*)=O *C1CCN(C(=O)c2c[nH]c3ccccc3c2=O)C1,3,19,0,3,3,0,20,7,0,0,0,1,2,1.9048999999999998,96.47490000000006,0.8910170445237792,2.8273101163379337,82.27000000000001,-7.0,17
14271,CCC(C)c1cc(C(=O)Nc2cccc(C3(C)NC(=O)NC3=O)c2)c2ccccc2n1,*CCCC *c1cc(C(=O)Nc2cccc(C3(C)NC(=O)NC3=O)c2)c2ccccc2n1,2,24,0,4,3,0,23,11,0,0,0,1,3,4.055200000000002,118.87060000000002,0.5462938594208869,3.2122227883866508,100.19000000000001,-7.8,17
14476,COc1cc(C[NH+]2CCC([NH+]3CCCC3)C2)ccc1OC(C)N,*NCC *Oc1ccc(C[NH+]2CCC([NH+]3CCCC3)C2)cc1OC,2,18,0,3,2,0,22,3,0,0,0,2,1,-0.7853999999999954,90.00780000000006,0.6024101508704688,5.515794166560802,53.36,-6.7,17
14775,CC(N)N1CC([NH3+])CC1=O,*NCC *N1CC([NH3+])CC1=O,2,6,0,3,1,0,9,1,0,0,0,1,0,-1.866099999999998,36.655499999999996,0.452407867675669,4.9015047134471175,73.97,-4.2,17
14478,CCC(C)N1CC2C[NH+](Cc3cccnc3N)CC2(C(=O)[O-])C1,*CCCC *N1CC2C[NH+](Cc3cccnc3N)CC2(C(=O)[O-])C1,2,17,0,4,2,0,21,4,0,0,0,2,1,-1.4710999999999954,85.30610000000004,0.6920700968690905,5.247759538592936,86.72,-6.1,17
14689,CCC(C)c1ccc(S(=O)(=O)N2CC[NH2+]C(C(=O)[O-])C2)s1,*CCCC *c1ccc(S(=O)(=O)N2CC[NH2+]C(C(=O)[O-])C2)s1,2,13,0,2,4,2,17,5,0,0,0,1,1,-1.0521999999999976,77.37120000000004,0.7441650135519031,4.657098151258584,94.12,-6.3,17
14688,CC(N)[NH+]1CCN(c2ncccc2F)CC1,*NCC *[NH+]1CCN(c2ncccc2F)CC1,2,11,1,4,0,0,14,3,0,0,0,0,2,-0.7696999999999992,60.75410000000003,0.6946630189468855,4.2360638539599975,46.59,-6.1,17
14687,CCC(C)c1nc2c(=O)[nH]cnc2n1C1OC(CO)C(O)C1O,*CCCC *c1nc2c(=O)[nH]cnc2n1C1OC(CO)C(O)C1O,2,14,0,4,5,0,21,4,0,0,0,2,1,-0.7554000000000007,79.86410000000002,0.5808963507466084,4.21999535042811,133.49,-6.1,17
14686,CC(N)NC(C)C(=O)Nc1cccc(C[NH+]2CCC(C(N)=O)CC2)c1,*NCC *NC(C)C(=O)Nc1cccc(C[NH+]2CCC(C(N)=O)CC2)c1,2,18,0,5,2,0,21,5,0,0,0,0,2,-0.8118999999999967,97.63790000000003,0.41454946858101005,4.294329495219921,114.67999999999998,-6.2,17
14685,CC(N)C(=O)N1CCCC(c2ncc3c(n2)CC[NH2+]C3)C1,*NCC *C(=O)N1CCCC(c2ncc3c(n2)CC[NH2+]C3)C1,2,15,0,5,1,0,19,4,0,0,0,0,3,-0.8506999999999967,78.43680000000003,0.7423509449849538,4.323001511582472,88.72000000000001,-6.2,17
14684,CC[NH2+]C1NC(=O)CC1C(=O)OC(C)C(=O)NC1CCCCC1,*N1CC(C(=O)OC(C)C(=O)NC2CCCCC2)CC1=O *[NH2+]CC,2,16,0,3,4,0,21,3,0,0,0,1,1,-0.5874999999999975,83.07380000000005,0.5680811615361437,4.160045914812551,101.11000000000001,-6.2,17
14683,CC(N)C(=O)NCC1CCCS1(=O)=O,*NCC *C(=O)NCC1CCCS1(=O)=O,2,8,0,2,3,1,11,3,0,0,0,1,0,-0.9729999999999992,53.46790000000003,0.639950518041463,3.848874672268635,89.25999999999999,-5.2,17
14682,CCC(C)CCS(=O)(=O)NCC(=O)[O-],*CCCC *CCS(=O)(=O)NCC(=O)[O-],2,8,0,1,4,1,10,3,0,0,0,0,0,-0.9080999999999984,50.86850000000003,0.6040271769587294,3.5901298104576504,86.3,-5.4,17
14681,CC[NH2+]CNC(=O)Nc1cnn(C)c1,*N(C)C(=O)Nc1cnn(C)c1 *[NH2+]CC,2,8,0,5,1,0,11,3,0,0,0,1,0,-0.9175999999999997,52.69580000000002,0.4322252521470899,3.5590545501891793,75.56,-5.2,17
14680,CC(N)C(=O)NCCCc1nc[nH]n1,*NCC *C(=O)NCCCc1nc[nH]n1,2,8,0,5,1,0,11,3,0,0,0,1,0,-0.7992999999999995,51.362800000000014,0.5382799782912326,3.546297266078952,96.69000000000001,-5.4,17
14679,CC(N)C(=O)N1CC2CC(O)C(O)CC2C1,*NCC *C(=O)N1CC2CC(O)C(O)CC2C1,2,11,0,2,3,0,16,1,0,0,0,1,1,-1.0761999999999992,58.457000000000036,0.5328190844893388,3.9118777558437534,86.79,-5.2,17
14678,CC(N)CCS(=O)(=O)N1CCNCC1C#N,*NCC *CCS(=O)(=O)N1CCNCC1C#N,2,9,0,4,2,1,13,2,1,0,0,0,1,-1.1491199999999977,61.029900000000026,0.6523627100521707,3.8775879228492602,99.22,0.0,17
14677,CC(N)ONC(N)=O,*NCC *ONC(N)=O,2,3,0,3,2,0,6,1,0,0,0,0,0,-1.108999999999999,27.453500000000002,0.31777456761971185,3.888894478157355,90.37,-4.6,17
14676,CNS(=O)(=O)C1CCN(C(C)N)C1,*NCC *N1CCC(S(=O)(=O)NC)C1,2,7,0,3,2,1,11,2,0,0,0,1,0,-1.0853999999999981,51.606900000000024,0.6167298529573794,3.846281396815236,75.43,-5.0,17
14675,CC(CNC(=O)NCC(C)(C)[NH+](C)C)N1CCOCC1,*CC(C)N1CCOCC1 *NC(=O)N* *CC(C)(C)[NH+](C)C,3,14,0,4,2,0,19,1,0,0,0,0,1,-1.0706,80.14510000000006,0.613272260317,3.7856163022082328,58.040000000000006,-4.5,17
14690,CC(N)[NH+]1CCC(C[NH2+]Cc2ccccc2-n2cncn2)CC1,*NCC *[NH+]1CCC(C[NH2+]Cc2ccccc2-n2cncn2)CC1,2,17,0,6,0,0,20,5,0,0,0,1,2,-1.0696999999999957,88.92550000000004,0.6350385433742575,4.784314026441987,77.78,-6.3,17
14691,COc1cc2c(cc1C[NH+]1CCN(C)C(=O)C1C(C)N)OCCO2,*NCC *C1C(=O)N(C)CC[NH+]1Cc1cc2c(cc1OC)OCCO2,2,17,0,3,4,0,22,4,0,0,0,0,3,-0.9608999999999972,88.59210000000004,0.740439325466788,4.5139895772868295,78.46000000000001,-6.3,17
14692,CC(N)NC1CCCN(C(=O)C[NH+]2CCC(C(=O)N(C)C(C)C)CC2)C1,*NCC *NC1CCCN(C(=O)C[NH+]2CCC(C(=O)N(C)C(C)C)CC2)C1,2,19,0,5,2,0,25,2,0,0,0,0,2,-0.9665999999999937,102.58080000000005,0.5272058261550767,4.582216448869651,83.11,-6.3,17
14693,CCC(C)C1CC[NH+](CC(=O)N2CCN(C(=O)C(=O)NC(C)C)CC2)C1,*CCCC *C1CC[NH+](CC(=O)N2CCN(C(=O)C(=O)NC(C)C)CC2)C1,2,19,0,4,3,0,24,3,0,0,0,1,1,-0.8672999999999944,99.56440000000006,0.6208167695505968,4.417699769980601,74.16,-6.2,17
14709,CC(N)C(CNC(=O)Cc1ccon1)N1CCOCC1,*NCC *C(CNC(=O)Cc1ccon1)N1CCOCC1,2,13,0,4,3,0,18,3,0,0,0,1,1,-0.6186999999999987,73.04610000000002,0.7221551289360808,3.489800285732022,93.61999999999999,-5.8,17
14708,CC[NH+]=C(NC(C)CC)N1CCN(c2ncccn2)CC1,*CCCC *NC(=[NH+]CC)N1CCN(c2ncccn2)CC1,2,15,0,6,0,0,18,4,0,0,0,0,2,-0.5567999999999973,85.21740000000005,0.5754064566677918,3.5727713067361435,58.260000000000005,-5.9,17
14707,CC(N)CC(=O)NCC[NH2+]Cc1cccc2c1OCCO2,*NCC *CC(=O)NCC[NH2+]Cc1cccc2c1OCCO2,2,15,0,3,3,0,18,4,0,0,0,0,2,-0.6252999999999977,79.20450000000004,0.5843852919816576,3.7766674605822974,90.19000000000001,-6.0,17
14706,CCC(C)NC(N)=[NH+]CCCCn1ccccc1=O,*CCCC *NC(N)=[NH+]CCCCn1ccccc1=O,2,14,0,4,1,0,15,4,0,0,0,0,1,-0.5880999999999981,77.84880000000004,0.3504608702991493,3.761557529683353,74.02,-6.0,17
14705,Cc1nn(C(C)N)c(C)c1NC(=O)c1c(C(=O)[O-])cnn1C,*NCC *n1nc(C)c(NC(=O)c2c(C(=O)[O-])cnn2C)c1C,2,13,0,6,3,0,17,6,0,0,0,2,0,-0.673559999999999,76.09110000000001,0.7695917403762914,3.637051627045107,130.89,-5.9,17
14704,CC(N)NC(=O)c1ccccc1NC(=O)C[NH+](C)C1CC1,*NCC *NC(=O)c1ccccc1NC(=O)C[NH+](C)C1CC1,2,15,0,4,2,0,17,5,0,1,0,0,1,-0.6632999999999991,80.96300000000004,0.5245422517637623,3.9645766937687057,88.66,-6.0,17
14703,CCC(C)NC(=O)OC(=O)NC1CCN(C(=O)C[NH3+])CC1,*CCCC *NC(*)=O *OC(=O)NC1CCN(C(=O)C[NH3+])CC1,3,13,0,4,4,0,18,3,0,0,0,0,1,-0.5463999999999973,75.25850000000003,0.6043469202526377,3.4503790800154945,115.37999999999998,-5.9,17
14674,CC(N)CCC(=O)N(C)CC(C)C(=O)[O-],*NCC *CCC(=O)N(C)CC(C)C(=O)[O-],2,10,0,2,3,0,12,2,0,0,0,0,0,-1.0417999999999985,54.69140000000003,0.612742980283029,3.7524544512497657,86.46000000000001,-5.0,17
14702,Cc1nc(NCCN2CCCC2=O)cc(C2C[NH2+]C2)n1,*c1cc(C2C[NH2+]C2)nc(C)n1 *NCCN1CCCC1=O,2,14,0,5,1,0,18,4,0,0,1,1,1,-0.52008,75.47310000000003,0.789021887879,3.4333004107760523,74.73,-5.9,17
14700,[NH3+]Cc1ccc(C(=O)N2CCn3cc[nH+]c3C2)o1,*c1ccc(C[NH3+])o1 *C(=O)N1CCn2cc[nH+]c2C1,2,12,0,4,2,0,15,5,0,0,0,2,1,-0.7069,61.028300000000016,0.795392020799,4.280721343151678,80.16000000000001,-6.3,17
14699,CC(N)C(CNS(=O)(=O)c1ccccc1)[NH+]1CCCC1,*NCC *C(CNS(=O)(=O)c1ccccc1)[NH+]1CCCC1,2,14,0,3,2,1,16,5,0,0,0,1,1,-0.6405999999999978,78.99860000000005,0.6537018255136702,4.236654840387893,76.63,-6.3,17
14698,CC(N)C1CN(C(=O)CCc2cc(Cl)no2)CC1C(=O)[O-],*NCC *C1CN(C(=O)CCc2cc(Cl)no2)CC1C(=O)[O-],2,13,0,3,4,1,18,4,0,0,0,2,0,-0.5676999999999992,72.05040000000002,0.7786749749678106,4.2245687906109675,112.49000000000001,-6.3,17
14697,CCC(C)NC(=O)C(=O)N1CCN(C(=O)C[NH+]2CCc3sccc3C2)CC1,*CCCC *NC(=O)C(=O)N1CCN(C(=O)C[NH+]2CCc3sccc3C2)CC1,2,19,0,4,3,1,24,5,0,0,0,1,2,-0.7253999999999949,103.47940000000006,0.6630341739530743,4.204079278089537,74.16,-6.2,17
14696,CCc1nc(C(=O)N2CCC(C)C([NH3+])C2)n[nH]1,*c1n[nH]c(CC)n1 *C(=O)N1CCC(C)C([NH3+])C1,2,11,0,5,1,0,15,3,0,0,0,1,1,-0.5404,62.12130000000002,0.7540633120579999,4.210949039275638,89.52000000000001,-6.3,17
14695,CC(N)C1CNC(=O)C2C(CCN2Cc2ccccc2)[NH+]1C,*NCC *C1CNC(=O)C2C(CCN2Cc2ccccc2)[NH+]1C,2,17,0,4,1,0,20,4,0,0,0,1,1,-1.0101999999999955,86.37880000000006,0.6704561830317274,4.636567520248974,62.8,-6.3,17
14694,CC[NH2+]C(C[NH+](C)C)NC(=O)Nc1ccn(-c2ncccc2Cl)n1,*N(CC[NH+](C)C)C(=O)Nc1ccn(-c2ncccc2Cl)n1 *[NH2+]CC,2,15,0,7,1,1,19,6,0,0,0,1,1,-0.9038999999999962,92.45550000000003,0.4858277429263068,4.473436678583315,92.89,-6.2,17
14701,CC[NH2+]n1ccc(C(=O)N2CCC(C)C(O)C2)n1,*n1nccc1C(=O)N1CCC(C)C(O)C1 *[NH2+]CC,2,12,0,4,2,0,16,3,0,0,0,1,1,-0.9275999999999984,65.78270000000003,0.6836341740441803,4.308942394065293,74.97,-6.1,17
14710,COC(=O)C(NCCC(C)N)N1CCN(Cc2nc(C)no2)CC1,*NCC *CCN* *C(C(=O)OC)N1CCN(Cc2nc(C)no2)CC1,3,15,0,6,3,0,22,3,0,0,0,1,1,-0.678379999999996,87.95810000000003,0.5948052744770833,3.544200924761446,109.74999999999999,-5.8,17
14673,CC(N)C(=O)Nc1cc(C[NH+](C)C)ccn1,*NCC *C(=O)Nc1cc(C[NH+](C)C)ccn1,2,11,0,4,1,0,12,4,0,0,0,0,1,-0.9881999999999991,63.03080000000003,0.6136183668650115,3.891127395999354,72.45,-5.6,17
14671,O=C(CCN1CCC([NH2+]C2CC2)C1=O)NC1CC1,*CCC(=O)NC1CC1 *N1CCC([NH2+]C2CC2)C1=O,2,13,0,3,2,0,18,2,0,2,0,1,0,-1.0182,65.71410000000003,0.667773202403,3.9416548046035818,66.02,-5.7,17
14650,Cc1nc2n(n1)C(C(=O)NC(C)N)CC(=O)N2,*NCC *NC(=O)C1CC(=O)Nc2nc(C)nn21,2,9,0,6,2,0,14,4,0,0,0,1,1,-1.109279999999999,58.834800000000016,0.5650502719107496,4.091319422823634,114.93,-5.6,17
14649,CC(N)CCn1cc(C[NH3+])nn1,*NCC *CCn1cc(C[NH3+])nn1,2,7,0,5,0,0,10,2,0,0,0,1,0,-1.2426999999999986,44.8805,0.5923052192436871,4.0348516253341895,84.37,-5.3,17
14648,CC(N)CCN(C)c1ccc(S(=O)(=O)N2CC[NH+](C)CC2)cn1,*NCC *CCN(C)c1ccc(S(=O)(=O)N2CC[NH+](C)CC2)cn1,2,15,0,5,2,1,19,5,0,0,0,0,2,-1.2258999999999955,91.15290000000005,0.6766223987690769,4.052049437299786,83.97,-5.5,17
14647,COCC(C)c1cc(C(=O)[O-])nc(=O)n1C,*CCCOC *c1cc(C(=O)[O-])nc(=O)n1C,2,10,0,2,4,0,12,4,0,0,0,0,1,-1.1062999999999992,54.09950000000002,0.6486112788414546,3.9494603374764825,84.25,-5.7,17
14646,C[NH+]=C(NC(C)N)NC1CCCCC1,*NCC *NC(NC1CCCCC1)=[NH+]C,2,10,0,4,0,0,13,1,0,0,0,0,1,-1.1305999999999985,58.68750000000003,0.2584541578581486,3.961983656611496,64.05,-5.5,17
14645,CCC(C)[NH+]1CCN(C(=O)CN2CCOCC2)CC1,*CCCC *[NH+]1CCN(C(=O)CN2CCOCC2)CC1,2,14,0,3,2,0,19,1,0,0,0,0,2,-1.1557999999999955,74.28870000000005,0.7004626941281784,3.999282783674645,37.22,-5.4,17
14644,CC(N)NC(=O)N1CCC([NH+](C)C)CC1,*NCC *NC(=O)N1CCC([NH+](C)C)CC1,2,10,0,4,1,0,14,1,0,0,0,0,1,-1.3903999999999972,59.58680000000003,0.49666641576196063,4.353974266646352,62.8,-4.7,17
14643,CC(N)C(=O)NC1CCC([NH3+])C1,*NCC *C(=O)NC1CCC([NH3+])C1,2,8,0,3,1,0,11,1,0,0,0,1,0,-1.3871999999999978,46.1072,0.47915403121513583,4.319403953246555,82.76,-5.0,17
14642,CN(CC(C)(C)C(=O)NN)C1CC[NH+](C)CC1,*N(C)C1CC[NH+](C)CC1 *CC(C)(C)C(=O)NN,2,12,0,4,1,0,16,1,0,0,0,0,1,-1.3886,68.38380000000004,0.342264113542,4.394565043379019,62.8,-5.2,17
14641,CC(N)c1nc(N2CCC([NH3+])C(O)C2)ncc1F,*NCC *c1nc(N2CCC([NH3+])C(O)C2)ncc1F,2,11,1,5,1,0,16,3,0,0,0,0,2,-1.1830999999999983,64.10530000000001,0.6176226150582278,4.4687276902796125,102.91,-5.9,17
14640,CC(N)C(=O)N1CC[NH+](Cc2ccc3c(c2)OCO3)CC1,*NCC *C(=O)N1CC[NH+](Cc2ccc3c(c2)OCO3)CC1,2,15,0,3,3,0,19,4,0,0,0,1,2,-1.0103999999999973,77.19510000000004,0.7489031688010194,4.016265922120758,69.23,-5.8,17
14639,CCC(C)OCCC(=O)N1CC(O)CC1C(=O)[O-],*CCCC *OCCC(=O)N1CC(O)CC1C(=O)[O-],2,12,0,1,5,0,16,2,0,0,0,1,0,-1.0966999999999985,61.453800000000044,0.6531055075803835,3.9413071447537096,89.9,-5.5,17
14638,CC(N)NC(=O)C[NH+](C)Cc1ccc2c(c1)OCCO2,*NCC *NC(=O)C[NH+](C)Cc1ccc2c(c1)OCCO2,2,14,0,3,3,0,17,4,0,0,0,0,2,-1.1065999999999976,74.68180000000004,0.597994544272711,4.208346873354926,78.02,-5.9,17
14637,Cc1nn(C)c(C)c1CN1C(=O)CC(C(=O)[O-])C1C(C)N,*NCC *C1C(C(=O)[O-])CC(=O)N1Cc1c(C)nn(C)c1C,2,14,0,4,3,0,18,4,0,0,0,2,0,-1.1488599999999964,73.78340000000003,0.7546522389864048,4.2101764755576,104.28,-5.9,17
14636,CC(N)NC(=O)C(C)N1CCN(C2CC[NH+](C(C)C)CC2)CC1,*NCC *NC(=O)C(C)N1CCN(C2CC[NH+](C(C)C)CC2)CC1,2,17,0,5,1,0,23,1,0,0,0,0,2,-1.1308999999999951,93.25480000000006,0.5595154463239029,4.366830741047211,66.04,-6.0,17
14651,CC[NH+]=C(NCc1nncn1C)NC(C)CC,*CCCC *NC(NCc1nncn1C)=[NH+]CC,2,11,0,6,0,0,14,3,0,0,0,1,0,-1.2506999999999981,67.24210000000004,0.44351107517502514,4.102041993185447,68.74,-5.6,17
14652,CC(N)OCCNC(=O)C(C)N1CCN(c2[nH+]ccn2C)CC1,*NCC *OCCNC(=O)C(C)N1CCN(c2[nH+]ccn2C)CC1,2,15,0,6,2,0,21,3,0,0,0,1,1,-1.2127999999999959,87.82780000000004,0.484807117287898,4.241461750662597,89.89999999999998,-5.7,17
14653,C[NH+]=C(NCCc1sc(C)nc1C)NC(C)N,*NCC *NC(NCCc1sc(C)nc1C)=[NH+]C,2,11,0,5,0,1,14,3,0,0,0,1,0,-1.1472599999999975,71.97350000000003,0.3117530870535199,4.196490054097708,76.94,-5.8,17
14654,CC(C(=O)NC1CCCC1)N1CC[NH+](C(C)N)CC1,*NCC *[NH+]1CCN(C(C)C(=O)NC2CCCC2)CC1,2,14,0,4,1,0,19,1,0,0,0,1,1,-1.0610999999999964,75.77980000000004,0.6095035329879176,4.154397386198767,62.8,-5.8,17
14670,CC[NH2+]C(CN1CCOCC1)NC(=O)c1cnc2[nH]nc(C)c2c1,*C(CNC(=O)c1cnc2[nH]nc(C)c2c1)N1CCOCC1 *[NH2+]CC,2,16,0,6,2,0,21,5,0,0,0,1,2,-0.7622799999999967,89.60530000000003,0.6034634387445071,3.8516047712304475,99.74999999999999,-5.9,17
14669,COc1cc(C(=O)N2CC[NH+](C(C)N)CC2)c([N+](=O)[O-])cc1OC,*NCC *[NH+]1CCN(C(=O)c2cc(OC)c(OC)cc2[N+](=O)[O-])CC1,2,15,0,4,5,0,20,5,0,0,0,0,2,-0.7425999999999968,86.45000000000003,0.539530865095311,3.7405034488738735,112.37,-5.9,17
14668,CC(N)[NH+]1CCCN(C(=O)c2ccc(S(C)(=O)=O)cc2)CC1,*NCC *[NH+]1CCCN(C(=O)c2ccc(S(C)(=O)=O)cc2)CC1,2,15,0,3,3,1,17,6,0,0,0,0,1,-0.8743999999999974,84.41840000000005,0.7558267139101682,3.8673204791062883,84.91,-5.9,17
14667,C[NH+]=C(NC(C)N)NC1CCN(c2ccc(F)cc2F)C1,*NCC *NC(NC1CCN(c2ccc(F)cc2F)C1)=[NH+]C,2,14,2,5,0,0,18,4,0,0,0,1,1,-0.9061999999999977,78.79050000000001,0.33147622445108627,3.9300229174180155,67.28999999999999,-5.9,17
14666,CCC(C)N1C(=O)SC(CC(=O)NCC(=O)[O-])C1=O,*CCCC *N1C(=O)SC(CC(=O)NCC(=O)[O-])C1=O,2,11,0,2,5,1,15,4,0,0,0,1,0,-0.8948999999999989,66.00770000000001,0.6785761943631222,3.885926680828665,106.61000000000001,-5.9,17
14665,CC(N)n1cc([N+](=O)[O-])c([O-])nc1=O,*NCC *n1cc([N+](=O)[O-])c([O-])nc1=O,2,6,0,4,4,0,10,4,0,0,0,0,1,-1.2977000000000005,43.49580000000001,0.4654592438431586,4.239918271996112,127.11000000000001,-5.0,17
14664,Cn1nccc1NC(=O)CC1C[NH2+]CCO1,*c1ccnn1C *NC(=O)CC1C[NH2+]CCO1,2,10,0,4,2,0,14,3,0,0,0,1,1,-1.2891,57.85410000000002,0.709720850669,4.200983318842941,72.76,-5.0,17
14672,C[NH+]1CCN(C(=O)C(O)c2ccccc2)CC1,*N1CC[NH+](C)CC1 *C(=O)C(O)c1ccccc1,2,13,0,2,2,0,14,4,0,0,0,0,2,-0.9231,64.60250000000003,0.730033259068,3.8407456142983767,44.98,-5.7,17
14663,CC(N)[NH+](C)CCNC(=O)C1CCC1,*NCC *[NH+](C)CCNC(=O)C1CCC1,2,10,0,3,1,0,13,1,0,0,1,0,0,-1.2778999999999967,55.753800000000034,0.48428302718255195,4.197184027777991,59.56,-5.2,17
14661,CCC(C)CCNCNC(=O)C([NH3+])CO,*CCCC *CCN* *CNC(=O)C([NH3+])CO,3,10,0,3,2,0,13,1,0,0,0,0,0,-1.3112999999999968,58.846300000000035,0.3011146366388405,4.291630240723448,89.0,-5.1,17
14660,CCC(C)N1CCN(C(=O)CN2CC[NH+](C)CC2)C1,*CCCC *N1CCN(C(=O)CN2CC[NH+](C)CC2)C1,2,14,0,4,1,0,19,1,0,0,0,1,1,-1.2830999999999952,76.09970000000006,0.6895198992336546,4.2591543366499724,31.23,-5.3,17
14659,CCC(C)NC(=O)C[NH+]1CCC(C(N)=O)CC1,*CCCC *NC(=O)C[NH+]1CCC(C(N)=O)CC1,2,12,0,3,2,0,15,2,0,0,0,0,1,-1.3186999999999962,65.37780000000004,0.5591893989617129,4.311590722994028,76.63,-5.4,17
14658,CC(N)[NH+]1CCC(C(=O)Nc2ccc(-n3ncn(C)c3=O)cc2)C1,*NCC *[NH+]1CCC(C(=O)Nc2ccc(-n3ncn(C)c3=O)cc2)C1,2,16,0,6,2,0,20,6,0,0,0,2,1,-1.2809999999999975,89.88780000000003,0.64964875322672,4.386929416552042,99.38,-5.6,17
14657,CC(N)N1CC[N+](=c2c(O)c(O)c2=NCC2CC2)CC1,*NCC *N1CC[N+](=c2c(O)c(O)c2=NCC2CC2)CC1,2,14,0,4,2,0,19,3,0,1,1,0,1,-1.3233999999999972,75.52300000000004,0.5990068274142154,4.405842083094013,85.09,-5.6,17
14656,CC[NH2+]C[NH+]Cc1nc(-c2ccoc2)no1,*[NH+](C)Cc1nc(-c2ccoc2)no1 *[NH2+]CC,2,10,0,4,2,0,13,4,0,0,0,2,0,-1.2803999999999978,54.00010000000002,0.4716763959090322,4.388924907426892,84.27,-5.7,17
14655,CC(N)C(=O)N1CCC(C(C)N2CC[NH+](C)CC2)CC1,*NCC *C(=O)N1CCC(C(C)N2CC[NH+](C)CC2)CC1,2,15,0,4,1,0,20,1,0,0,0,0,2,-1.2089999999999959,80.60910000000005,0.6834272533318342,4.434176833394886,54.010000000000005,-5.8,17
